name,city,state,naics,ammonia_lb,program_level,accidents,recent_accidents,submissions,rmp_id,url,lat,lon,validated,validation_note,account
"Magic Valley Fresh Frozen, Inc. (Military)",McAllen,TX,31141,180000,3,0,0,2,100000081305,,26.151514,-98.271228,True,,George Calhoon
"Magic Valley Fresh Frozen, Inc. (Trophy)",McAllen,TX,31141,15000,3,0,0,2,100000188129,,26.248019,-98.233958,True,,George Calhoon
J.R. Simplot Company,Grand Forks,ND,31141,80000,3,1,1,9,100000111434,www.simplot.com,47.933611,-097.082500,True,,JR Simplot
"Simplot Ontario, OR",Ontario,OR,31141,88000,3,1,0,6,100000127784,175 NE 6th Avenue,44.031306,-116.956417,True,,JR Simplot
Kraft Heinz,Massillon,OH,31141,130000,3,0,0,7,100000111997,,040.779647,-081.539570,True,,Kraft Heinz
Quality Chef Foods Division of Kraft Heinz Company,Cedar Rapids,IA,31141,32000,3,1,0,6,100000166517,,41.932053,-091.636131,True,,Kraft Heinz
Fresh Mark Salem,Salem,OH,311612,123665,3,0,0,14,100000121236,www.freshmark.com,40.883611,-080.846944,True,,Fresh Mark
Fresh Mark Cold Storage,Massillon,OH,49312,27000,3,0,0,6,100000179503,,40.783583,-081.495944,True,,Fresh Mark
Hilmar Cheese Company Dalhart,Dalhart,TX,49312,21932,3,1,1,5,100000199723,www.hilmarcheese.com,36.086133,-102.503200,True,,Hilmar Cheese
Hilmar Cheese Company,Hilmar,CA,311513,65000,3,0,0,21,100000127515,,37.421613,-120.850431,True,,Hilmar Cheese
Reddy Ice-Harrisonburg (402),Harrisonburg,VA,312113,70000,3,0,0,7,100000146335,www.reddyice.com,38.399931,-078.895944,True,,Reddy Ice
Reddy Ice-Las Vegas (104),Las Vegas,NV,312113,13600,3,0,0,7,100000146932,www.reddyice.com,36.185974,-115.128931,True,,Reddy Ice
Lineage FRS Unadilla,Unadilla,GA,49312,35000,3,0,0,4,100000193426,www.lineagelogistics.com,32.241880,-083.746058,True,,Flint River Services
Lineage Logistics Rincon,Rincon,GA,49312,42000,3,0,0,4,100000197226,www.lineagelogistics.com,32.335611,-081.250278,True,,Flint River Services
Tanimura and Antle Fresh Foods Inc.,Salinas,CA,49312,45000,3,0,0,16,100000108322,taproduce.com,36.619832,-121.644854,True,,Tanimura & Antle Fresh Foods
Tanimura and Antle Fresh Foods Inc.,Cantua Creek,CA,49312,30500,3,0,0,9,100000163119,taproduce.com,36.4429,-120.3956,True,,Tanimura & Antle Fresh Foods
"Boars Head Provisions Co., Inc. - Forrest City, AR",Forrest City,AR,311991,37000,3,0,0,7,100000030496,,34.996528,-090.813694,True,,Boars Head Provisions
"Boars Head Provisions Co., Inc. - Holland, MI",Holland,MI,311991,38000,3,0,0,7,100000168873,,42.801667,-086.096333,True,,Boars Head Provisions
Bellingham Cold Storage Co. - Squalicum,Bellingham,WA,49312,50000,3,0,0,6,100000122574,www.bellcold.com,48.762389,-122.500167,True,,BCS Operations
Bellingham Cold Storage Co. - Orchard Facility,Bellingham,WA,49312,25000,3,0,0,10,100000141973,www.bellcold.com,48.779722,-122.478222,True,,BCS Operations
"Cedar Grove Warehouse, Inc-Buhl, ID",Buhl,ID,311411,55000,3,0,0,8,100000117571,www.cedargrovewarehouse.com,42.597792,-114.745935,True,,Cedar Grove Warehouse
Cedar Grove Warehouse Inc.,Schofield,WI,49312,12000,3,0,0,6,100000153683,www.cedargrovewarehouse.com,44.918476,-089.600740,True,,Cedar Grove Warehouse
Morrow Cold Storage,Boardman,OR,49312,16300,3,0,0,4,100000201747,,45.844261,-119.674231,True,,Lamb Weston Holdings
Lamb Weston American Falls Facility,American Falls,ID,311411,50000,3,0,0,20,100000028052,,42.765556,-112.913333,True,,Lamb Weston Holdings
"Bozzuto's, Inc. Warehouse Distribution Facility",Cheshire,CT,49312,40000,3,0,0,7,100000088095,www.bozzutos.com,41.537479,-072.898271,True,,Bozzutos
Bozzuto's Inc. North Haven Facility,North Haven,CT,49312,22600,3,0,0,4,100000206779,www.bozzutos.com,41.357784,-072.861896,True,,Bozzutos
"National Beef Packing Company, LLC, Hummels Wharf",Selinsgrove,PA,311611,31000,3,3,1,7,100000175623,,40.830111,-076.838389,True,,National Beef Packing
"National Beef Packing Company, LLC, Moultrie",Moultrie,GA,31199,31000,3,1,0,7,100000176025,,31.194611,-083.792694,True,,National Beef Packing
True Leaf Farms Yuma #2,Yuma,AZ,42248,39900,3,0,0,7,100000179736,,32.653580,-114.575715,True,,True Leaf Farms
"True Leaf Farms, LLC",Yuma,AZ,49312,17000,3,0,0,4,100000185328,,32.674159,-114.588896,True,,True Leaf Farms
Michigan Natural Storage - Paw Paw,Paw Paw,MI,49312,13000,3,0,0,6,100000055726,www.naturalstorage.com,42.208889,-085.963333,True,,Michigan Natural Storage
Michigan Natural Storage,Wyoming,MI,49312,40000,3,0,0,4,100000208143,,42.9409,-85.6993,True,,Michigan Natural Storage
Danone North America,Minster,OH,31151,35000,3,3,0,7,100000117358,www.danone.com,40.383619,-084.374847,True,,Danone North America
WWF Operating Company LLC,Mount Crawford,VA,311511,17600,3,0,0,10,100000129265,,38.366389,-078.937778,True,,Danone North America
Dickinson Frozen Foods (IdaCold LLC),Nampa,ID,49312,12500,3,0,0,7,100000139003,,43.609425,-116.498644,True,,Oregon Potato
National Frozen Foods Corporation,Albany,OR,31141,40000,3,0,0,7,100000061666,www.nffc.com,44.613611,-123.110556,True,,Oregon Potato
"Boar's Head Provisions Co., Inc. - Jarratt",Jarratt,VA,311991,33000,3,1,0,21,100000003952,,36.826806,-077.523278,True,,Boar's Head
"Boar's Head Provisions Co., Inc. - Petersburg",Petersburg,VA,49312,19000,3,1,0,5,100000193417,,37.175860,-077.412540,True,,Boar's Head
Food Lion - (Distribution Center # 7),Greencastle,PA,49312,34000,3,0,0,5,100000194274,www.foodlion.com,39.766139,-077.738361,True,,Food Lion
Food Lion - (Distribution Center # 4),Dunn,NC,49312,17000,3,1,0,4,100000201168,,35.276880,-078.632500,True,,Food Lion
"Mar-Jac Poultry, Inc.",Gainesville,GA,49312,20500,3,0,0,7,100000056681,www.marjacpoultry.com,34.279722,-083.828333,True,,MarJac Poultry
"Mar-Jac Poultry MS, LLC",Hattiesburg,MS,31161,30000,3,0,0,9,100000158385,www.marjacpoultry.com,31.305968,-089.277997,True,,MarJac Poultry
"Seneca Foods Corp.-Cold Storage, Rochester,MN",Rochester,MN,49312,18300,3,0,0,7,100000042731,,43.990175,-092.458282,True,,Seneca Foods
"Seneca Foods Corporation, Montgomery, Minnesota",Montgomery,MN,31141,30000,3,1,0,7,100000115467,,44.431944,-93.578056,True,,Seneca Foods
MWCold Pendleton,Pendleton,IN,49312,18400,3,0,0,6,100000195246,,39.999304,-085.76710,True,,Merchandise Warehouse
Merchandise Warehouse Company Incorporated,Indianapolis,IN,49312,29000,3,0,0,5,100000200294,,39.747690,-086.167761,True,,Merchandise Warehouse
Wayne-Sanderson Farms - Pendergrass,Pendergrass,GA,11239,20000,3,0,0,12,100000062987,www.waynesandersonfarms.com,34.17884,-083.672158,True,,Wayne Sanderson Farms
Wayne-Sanderson Farms - Union Springs Fresh Plant,Union Springs,AL,311615,26291,3,0,0,13,100000065181,www.waynesandersonfarms.com,32.136702,-85.723152,True,,Wayne Sanderson Farms
"Ajinomoto Foods North America, Inc.",Oakland,MS,31161,29500,3,0,0,7,100000186032,,34.073500,-089.905972,True,,Ajinomoto Foods North America
Ajinomoto Foods,Carthage,MO,311611,15000,3,1,0,14,100000135551,,37.101389,-94.31462,True,,Ajinomoto Foods North America
Llano Logistics,Lubbock,TX,49312,22000,3,2,0,6,100000173082,www.UnitedSupermarkets.com,33.541111,-101.813056,True,,United Supermarkets
"Llano Logistic, Inc.",Roanoke,TX,49312,22304,3,0,0,4,100000212334,12598 W NORRISTOWN ST,32.996583,-97.243083,True,,United Supermarkets
DHL Supply Chain,Aurora,IL,49312,29000,3,0,0,5,100000005861,www.dhl.com,41.782543,-88.371418,True,,DHL Supply Chain
DHL Supply Chain,Dayton,OH,49312,15000,3,0,0,4,100000175936,www.dhl-usa.com/supplychain,39.774722,-84.283612,True,,DHL Supply Chain
Cheney Brothers Inc. (Riviera Beach),Riviera Beach,FL,49312,19000,3,0,0,6,100000054754,www.cheneybrothers.com,26.767820,-080.092630,True,,Byron C Russell
Cheney Brothers Inc. (Ocala),Ocala,FL,49311,25000,3,0,0,5,100000196094,www.cheneybrothers.com,29.189520,-082.171450,True,,Byron C Russell
"Sunrise Farms, Inc.",Harris,IA,11231,18000,3,0,0,10,100000155574,,43.352306,-095.442778,True,,Sonstegard Foods
"Estherville Foods, Inc.",Estherville,IA,311999,26000,3,0,0,6,100000179273,www.sonstegardfoods.com,43.403833,-094.840278,True,,Sonstegard Foods
"Vertical Cold Storage, Richardson",Richardson,TX,49312,17028,3,1,0,7,100000010052,https://www.verticalcold.com/richardson-tx-dallas,32.9555,-96.7191,True,,Vertical Cold Storage
"Vertical Cold Storage LLC, Marshville",Marshville,NC,312113,26000,3,0,0,12,100000145014,www.verticalcold.com,34.9839,-80.3926,True,,Vertical Cold Storage
Nor-Am Cold Storage,Schuyler,NE,49312,29000,3,0,0,5,100000190081,www.nor-am.com,41.450744,-97.099126,True,,NorAm Cold Storage
Nor-Am Cold Storage,Le Mars,IA,49312,13000,3,0,0,5,100000191277,www.nor-am.com,42.768166,-096.186310,True,,NorAm Cold Storage
Joseph Cold Storage #1,Bakersfield,CA,49312,21000,3,1,0,6,100000171262,,35.506332,-119.149837,True,,Joseph Cold Storage 1
Joseph Cold Storage #2,Delano,CA,49312,20450,3,0,0,6,100000174704,,35.796793,-119.18291,True,,Joseph Cold Storage 1
Central Storage & Warehouse LLC,Madison,WI,49312,20000,3,1,0,7,100000125116,www.csw-wi.com,43.08253,-089.30893,True,,Central Storage & Warehouse
"Central Storage & Warehouse , LLC",Wisconsin Rapids,WI,31141,21000,3,0,0,4,100000196753,,44.402500,-089.850278,True,,Central Storage & Warehouse
Hannaford Brothers,South Portland,ME,49312,11913,3,0,0,4,100000194684,,43.620130,-070.288158,True,,Delhaize America
"Delhaize America, DC #10",Salisbury,NC,49312,27000,3,0,0,4,100000210737,www.foodlion.com,35.675680,-080.52949,True,,Delhaize America
Forum Clackamas Distribution Center,Clackamas,OR,49312,17000,3,0,0,12,100000062219,,45.401295,-122.562714,True,,Forum Clackamas Campus
Forum Clackamas Freezer,Clackamas,OR,49312,20000,3,0,0,5,100000190624,,45.398889,-122.5625,True,,Forum Clackamas Campus
Weis Markets-Meat,Sunbury,PA,49312,12178,3,0,0,5,100000188174,www.weismarkets.com,40.854167,-076.798056,True,,Weis Markets
Weis Markets Milton Distribution Center,Milton,PA,49312,24000,3,0,0,6,100000212682,www.weismarkets.com,40.984693,-76.851532,True,,Weis Markets
NUNES COOLING INC.,SALINAS,CA,49312,20000,3,1,0,10,100000078649,,36.661243,-121.637431,True,,NUNES COOLING
NUNES COOLING INC.,Cantua Creek,CA,49312,15000,3,0,0,6,100000168533,,36.429731,-120.391189,True,,NUNES COOLING
Golub Corporation,Schenectady,NY,49312,15802,3,0,0,7,100000149653,www.pricechopper.com,42.785252,-073.993536,True,,Golub
Price Chopper- Rotterdam Freezer,Schenectady,NY,49312,19001,3,0,0,5,100000193578,www.pricechopper.com,42.784583,-073.990222,True,,Golub
"Suzanna's Kitchen, Inc.",Duluth,GA,31141,14000,3,1,0,7,100000166606,www.suzannaskitchen.com,33.976556,-084.164111,True,,Bradley Howard
Suzanna's Kitchen II,Duluth,GA,31141,19125,3,0,0,9,100000185532,,33.980501,-84.170840,True,,Bradley Howard
Tops Frozen Distribution Center,West Seneca,NY,49312,11800,3,0,0,9,100000028739,,42.842500,-078.722778,True,,Tops Markets
Tops Markets Distribution Center,Lancaster,NY,49312,20000,3,0,0,8,100000099635,www.topsmarkets.com,42.940556,-078.631944,True,,Tops Markets
"Overhill Farms, Inc.",Vernon,CA,31199,20000,3,0,0,6,100000181885,,34.006583,-118.224080,True,,Overhill Farms
"Overhill Farms, Inc. - Plant 2",Vernon,CA,31199,10500,3,0,0,3,100000211282,,34.004503,-118.213989,True,,Overhill Farms
"Knouse Foods, Orrtanna Plant",ORRTANNA,PA,31199,18000,3,1,0,6,100000107984,WWW.KNOUSE.COM,39.847871,-077.355658,True,,Knouse Foods Cooperative
"Knouse Foods, Peach Glen Plant",PEACH GLEN,PA,31199,12000,3,0,0,6,100000164056,WWW.KNOUSE.COM,40.019417,-077.232722,True,,Knouse Foods Cooperative
"FPL FOOD, LLC",Augusta,GA,49312,14000,3,0,0,7,100000160167,,33.454797,-081.941594,True,,FPL FOOD
"FPL FOOD, LLC",Augusta,GA,31161,15000,3,0,0,9,100000129498,,33.447222,-081.978611,True,,FPL FOOD
Tip Top Poultry - Rockmart Division,Rockmart,GA,31161,12000,3,0,0,6,100000053443,,34.012089,-085.062953,True,,Tip Top Poultry
Tip Top Poultry - Marietta Division,Marietta,GA,31161,16000,3,0,0,6,100000101418,,33.959196,-084.514154,True,,Tip Top Poultry
Wayne-Sanderson Farms - Decatur Fresh Processing,Decatur,AL,11239,16000,3,0,0,10,100000063094,www.waynesandersonfarms.com,34.607828,-087.042784,True,,WayneSanderson Farms
Wayne Sanderson Farms - Albertville,Albertville,AL,31161,12000,3,0,0,13,100000065234,waynesandersonfarms.com,34.262033,-086.204063,True,,WayneSanderson Farms
VDF Manteno Cold Storage,Manteno,IL,49312,14000,3,0,0,6,100000025643,300 W. 6th Street,41.242500,-087.818500,True,,Van Drunen Farms
Van Drunen Farms Crown Point,Crown Point,IN,49312,13500,3,0,0,5,100000184677,www.vandrunen.com,41.4282,-87.3413,True,,Van Drunen Farms
Fresh Express - Morrow GA,Morrow,GA,311991,16000,3,1,0,6,100000125946,,33.563389,-084.346028,True,,Fresh Express
Grand Prairie Texas Facility,Grand Prairie,TX,49312,11312,3,0,0,6,100000170343,,32.700432,-097.038798,True,,Fresh Express
Hy-Vee Perishables Center,Chariton,IA,49312,14000,3,2,0,12,100000166161,www.Hy-Vee.com,41.031501,-93.335486,True,,HyVee
Perishable Distributors of Iowa,Ankeny,IA,49312,13000,3,0,0,7,100000172074,"2741 S E PDI PLACE, 2741 S E PDI PLACE",41.700556,-093.585278,True,,HyVee
Dandy Cooling Company~Cross Dock Services,Salinas,CA,49312,12000,3,0,0,7,100000122066,,36.649747,-121.631714,True,,Dandy Cooling
"Yuma Express Cooling, LLC - Site #2",Yuma,AZ,49312,14000,3,1,0,7,100000127873,1761 Moccasin Trail Cir.,32.683482,-114.563421,True,,Dandy Cooling
"Wegmans Food Markets, Inc. Frozen Foods",Rochester,NY,49312,15010,3,0,0,7,100000096264,www.Wegmans.com,43.120326,-077.696884,True,,Wegmans Food Markets
"Wegmans Food Markets, Inc. Fresh Foods Facility",Rochester,NY,49312,10200,3,0,0,8,100000175678,WWW.WEGMANS.COM,43.121018,-077.699670,True,,Wegmans Food Markets
Underwood Fruit & Warehouse Company,Bingen,WA,49312,13983,3,1,0,6,100000084829,,45.720556,-121.477778,True,,Underwood Fruit & Warehouse
The Dalles Fruit Company,Dallesport,WA,49312,10135,3,0,0,3,100000208401,,45.623056,-121.139167,True,,Underwood Fruit & Warehouse
KOCH FOODS MORRISTOWN,MORRISTOWN,TN,49312,16300,3,1,0,4,100000193881,,36.20599,-083.30624,True,,KOCH MEAT
Koch Foods Berteau,Chicago,IL,49312,7497,3,0,0,11,100000201373,,41.957179,-087.738815,True,,KOCH MEAT
Wawona Frozen Foods - Ranch,Clovis,CA,49312,11168,3,0,0,4,100000211736,www.wawona.com,36.854449,-119.707851,True,,Wawona Frozen Foods
Wawona Frozen Foods - Main Plant,Clovis,CA,31141,11000,3,0,0,8,100000197253,www.wawona.com,36.844132,-119.714383,True,,Wawona Frozen Foods
Molson Coors USA LLC -- Golden Brewery,Golden,CO,31212,410000,3,5,0,54,100000139735,molsoncoors.com,39.756667,-105.219167,True,,Molson Coors Beverage USA
"Tropicana Manufacturing Company, Inc.",Bradenton,FL,311411,400000,3,3,0,34,100000073001,www.paipartners.com,27.488056,-082.554722,True,,PAI Partners
